unloaded_cells_each_side,loaded_cells,supercells,pump_GHz,Idc_A,Ip0_A,band_GHz,peak_gain_db,peak_frequency_GHz,mean_in_band_gain_db,median_in_band_gain_db,ripple_peak_to_peak_db,ripple_std_db,fraction_above_15db,fraction_above_17db,fraction_above_20db,bandwidth_regions_GHz,total_3db_bandwidth_GHz,finite
13,3,1407,13.079999999999995,0.00019999999999999998,0.00017999999999999998,"[4.0, 8.0]",0.4486224620507024,4.499999999999998,0.17163914131347055,0.11963442737277695,0.42948171870133406,0.1457527392953193,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,13.089999999999995,0.00019999999999999998,0.00017999999999999998,"[4.0, 8.0]",0.4349187317560087,4.199999999999999,0.09795233493006542,0.022719408921663808,0.4349139106706473,0.1429820274574937,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,13.099999999999994,0.00019999999999999998,0.00017999999999999998,"[4.0, 8.0]",0.40397955836471255,4.0,0.13322812954753607,0.13425646656750398,0.4039602667497812,0.09538532774151279,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,13.109999999999994,0.00019999999999999998,0.00017999999999999998,"[4.0, 8.0]",0.3662521802802965,6.549999999999991,0.2283953974195401,0.2590098499128549,0.3661232737822921,0.12129014081783472,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,13.119999999999994,0.00019999999999999998,0.00017999999999999998,"[4.0, 8.0]",0.3993513504205216,5.949999999999993,0.30191329080041607,0.38334493713788825,0.399238429326113,0.13649360308131692,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,13.129999999999994,0.00019999999999999998,0.00017999999999999998,"[4.0, 8.0]",0.3833108798736587,5.049999999999996,0.2736097938479099,0.27981163050263014,0.37816401450823045,0.08864514866302443,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,13.139999999999993,0.00019999999999999998,0.00017999999999999998,"[4.0, 8.0]",0.3700957130740975,4.649999999999998,0.16816879620012423,0.14020642748159845,0.3275020258745438,0.10893975947618198,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,13.149999999999993,0.00019999999999999998,0.00017999999999999998,"[4.0, 8.0]",0.3564314897999349,4.249999999999999,0.08411212836852047,0.015275883789662005,0.35637345298891115,0.12053883958369217,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,13.159999999999993,0.00019999999999999998,0.00017999999999999998,"[4.0, 8.0]",0.3224798442997229,4.0,0.1301926344911902,0.14054291860424972,0.3223824541757022,0.08064022848945794,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
13,3,1407,13.169999999999993,0.00019999999999999998,0.00017999999999999998,"[4.0, 8.0]",0.33063003423492165,6.599999999999991,0.22087376134583422,0.26569214334682556,0.33056874532371533,0.11182092034370521,0.0,0.0,0.0,"[(4.0, 7.999999999999986)]",4.049999999999986,True
